###!bad### if a #team player had done that to #player down the other end, most #team fans on here would be screaming penalty and calling them thugs.
#####
###!bad### bloody stupid from #player but i'm struggling to see how the refs not given him a straight red? what does he think he's seen...  
#####
###!good### i love you #player. missed the lad soo much.
#####
###!bad### this is one of the worst calls i've seen holy fuck 
#####
###!bad### #player still cannot pass/cross
#####
###!good### incredible last-ditch intervention from #player to stop what would've been a certain goal from #player. #score. 
#####
###!good### spot on. 
#####
###!bad### #player is now playing nonsense
#####
###!bad### cant see how people are bitching at the ref , bitch at #player
#####
###!bad### #player this ain't bloody rugby
#####
###!good### what a clearance by #player!!!!
#####
###!good### mignolet is the pl's best at saving pens, he's surprisingly really good at it 
#####
###!bad### #player dafuq???
keep your cross down
###!good### casemiro, #player, #player, kroos, #player, james and asensio.
we have the best midfield in europe
#####
###!good### no midfielder greater than luka #player 
#####
###!bad### @blancoroyalty @just#team45 fucking shameless #player man
#####
###!good### understandable...but #player was on fire 
#####
###!good### king @#player 
#####
###!bad### #player's pose !!!!!! too much   
#####
###!good### man of the match #player.... wow!!
#####
###!bad### #player still needs to develop...he cant be making such air ball mistakes just like that
#####
###!bad### no. both #player and #player very poor today 
#####
###!good### #player best defender of all time?
#####
###!good### #player is fantastic. mark, attack, pass.

he covered for kroos, casemiro and #player. lukita

1 assist
#####
###!good### #player for president
#####
###!good### #player is truly a masterpiece
#####
###!good### #player doing the job for me. 
#####
###!good### king #player 
#####
###!good### #player!

at the mention of that name, every knee shall ... 
#####
###!bad### what was in #player jnr mind...how can you miss this chances 
#####
###!bad### turan and #player were fucking shit as per.
#####
###!good### #player is on voodoo stuff
#####
###!good### #player saves the day!
   
#####
###!good### #player at cb one of strangest decisions in football. best defensive cm in football 
#####
###!good### #player is the most clutch player without a doubt.
#####
###!good### #player is a god
#####
###!bad### guess who had enough with #player
#####
###!good### @whoscored @#player#player @#team#team busquets/#player should be motm. #player was the best player in the 1st half and busi was the best in 2nd
#####
###!good### #player is no competition. his daddy 
#####
###!good### #player you were epic 
#####
###!good### best midfielder in the world 
#####
###!bad### how the fuck is #player a #team player?!?
#####
###!bad### tbh i'm tired of #player
#####
###!good### @benjischauss mm #player !
#####
###!bad### #player is absolutely useless
#####
###!good### #player- best cm in the world, un#team all round game.
#####
###!bad### #player missed the easiest chance..
#####
###!bad### #player needs a weight loss 
#####
###!good### best defender in the world 
#####
###!bad### stupid person 
#####
###!good### raphael #player has been one of the best defenders in the world this season. future captain.
#####
###!bad### #player so disrespectful
#####
###!bad### lmao!!...#player was right!...arbeloa is a cone
#####
###!good### #player was good today. does he #teamly have to score to be rated? i'll say the same to #player.
#####
###!bad### i lost all respect for #player
#####
###!good### #player was miles away 
#####
###!good### @maximum#team gerard #player: 7/10.

great defensive display, best cb in the game.
#####
###!bad### how fucking immature 
#####
###!bad### @sulcukinan #player was not good at all, #player was bad too i gave him a bad rating
#####
###!good### probably love #player more than i love my parents 
#####
###!good### legend 
#####
###!good### 3 best defenders in the world 1: #player 2:#player 3: garcia
#####
###!good### #player is the #team star boy please 
#####
###!good### god bless #player
#####
###!good### biggest takeaway from  luka #player is amazing.
#####
###!bad### that's because this guy is irrelevant 
#####
###!bad### @teamkroos the same thing goes to #player if he was faster than being lazy
we would be celebrating now
#####
###!good### boss 
#####
###!good### #player is the best attacking defender. don't @ me
#####
###!bad### #player needs to leave or trade him in for lewa or griezmann
#####
###!good### #player always saving my pride
#####
###!good### #player and #player, 2 of the best players in the history of football
#####
###!good### #player is the best defender of his generation
#####
###!good### incredible 
#####
###!good### #player will forever be a legend.  
#####
###!bad### #player was a disaster from the beginning till the time he was taken off. 
#####
###!good### @#teamistahaven jesus #player is a good crosser..
#####
###!good### #player should be awarded
salon d'or
header d'or
savior d'or

#####
###!bad### shite player 
#####
###!bad### what #teamly happening to karim #player, he's physically, psychological unfit.. playing like someone forcing him to...
#####
###!good### @#player10stats #player best defender in the world for a reason
#####
###!bad### he's actually a crappy player. 
#####
###!good### @#teambaedrid @the#teambozz @uitrasuristic #player has done great job in defence too. (1)
#####
###!bad### and what the hell happend to #player? he loons lost there i don't mind him leaving at the end of the season if he doesn't improve
#####
###!bad### @#player asshole
#####
###!good### @immizanurrahman @#player#player @#team#teamen #player is the biggest.
#####
###!bad### #player was so fucking shit.
#####
###!good### mr.crack , best striker in the world. 
#####
###!good### #player and #player!turning out to be the best combo.  
#####
###!bad### what a bastard #player is. 
#####
###!bad### stop embarrassing yourself. 
#####
###!good### good leader, motm  ! 
#####
###!good### #player is a beast.
#####
###!good### #player is the best centre back in the world
#####
###!bad### he was awful 
#####
###!good### #player the goat
#####
###!bad### #player was very poor today.
#####
###!good### deserves a statue. 
#####
###!bad### @bala_chn @ianleong93 that is absolutely spot on, #player omg, don't even start. was useless all game.
#####
###!bad### lol dead 
#####
###!good### #player the best

 
#####
###!good### #player better
#####
###!good### what a beast, major props to #player 
#####
###!good### he is the king 
#####
###!good### @gegenexpress because #player is better
#####
###!good### #player is a fucking legend
#####
###!good### #player is the best at scoring 90th minute headed equalisers in big matches.
#####
###!good### legend 
#####
###!good### #player such a beast.
#####
###!bad### @#player how could you be so shit?
#####
###!good### @numanhakim_ @socraticjuan #player is the best defender in the world lol. been consistently brilliant for years
#####
###!bad### #player though, absolutely disgraceful yet again.
#####
###!bad### @fc#team just speechless after we loose two great opportunities from neyma and #player..
#####
###!good### @shrynshk bhai #player is the #team hero
#####
###!good### m #player bb 
#####
###!good### #player  my hero  .. still unbeaten
#####
###!good### tbf, #player was #teamly good today, especially defensively 
#####
###!good### #player is a beast
#####
###!good### #player and #player is the best full-back pairing in the world. no one comes close.
#####
###!good### iniesta better than #player
#####
###!good### #player the game changer!!!
#####
###!good### everyone kneels down and worship him #player ! :p 
#####
###!good### #player is the best 
#####
###!good### he is our hero. thanks @#player 
#####
###!good### #player is the #team deal  defender in the world  
#####
###!good### what a man! #player. 
#####
###!bad### if we being honest, #player throw way that game inno. sigh
#####
###!good### #player was flawless today. best midfielder in the world
#####
###!good### legend 
#####
###!bad### they need to stop with this stuff, #player played like shit today and i'm sure he knows it 
#####
###!good### #player is the most clutch cb  in the world rn
#####
###!good###   #player is #team saviour
#####
###!bad### i'm mocking how bad #player is, some people should not use twitter
#####
###!good### omg i'm shaking! #player is a man! 
#####
###!good### #player is the flash 
#####
###!good### bruhh. #player is the definition of a complete midfielder.
absolute beauty to watch
#####
###!good### jordi #player had a good game
#####
###!bad### #player has to be our worst player on the pitch today
#####
###!good### #player is the most clutch cb ever
#####
###!good### #player and #player put on a masterclass. 
#####
###!good###  #player the best
#####
###!good### #player is a #team captain, always leads by example, a goal and a clearance, pure genius
#####
###!good### #player is unbeaten. awesome soccer player! great game. 
#####
###!good### #player is so good. all over the place today. most important player on the team
#####
###!good### #player and iniesta are two of the greatest of all time
#####
###!good### life update: #player is my hero 
#####
###!bad### when would #player ever finish learning to play football!?
after all this years of playing @the top level...smh!
#####
###!good### luka #player can intercept even those messages humans send to wrong groups.  best midfielder alive, only toni kroos comes close.  
#####
###!good### #player is the best defender in the world and end of the story. 
#####
###!bad### i wanted to cry when he came on for #player 
#####
###!good### best in the world 
#####
###!good### @the#teamhaffy #player is better and played better.
#####
###!good### #player is the most clutch soccer player to ever live.
#####
###!bad### when would #player ever finish learning to play football!? after all this years of playing the top level...smh!
#####
###!good### #player is the king of #team
#####
###!bad### i swear #player has to be one of the most garbage defenders #team has ever had
#####
###!good###  #player is the man to watch.
#####
###!good### #player today  was something else !
can't imagine the team after him !
#####
###!good### #player has been named world soccer's best player of the year. congrats champ 
#####
###!good### beast  
#####
###!good### its been years since #team has such a solid midfield!
#player, kroos, #player and casimero !
#####
###!good### #player is such a good player, love watching him.
#####
###!good### #player is such a fine player.
#####
###!good### absolutely brilliant! 
#####
###!good### #player one of the best goal scorers of all time
#####
###!good### he's #teamly good at that 
#####
###!good### @team#player certainly is the greatest
#####
###!bad### @hgignac #player washed. needs to retire
#####
###!bad### #player deserves to die tbh
#####
###!good### @mufasmq5 #player is so good. he reads the game so well. great stats from this game.
#####
###!good### best striker in the world, fact 
#####
###!good### boss!!!  
#####
###!good### #player is a big game player! 
#####
###!good### #player was everywhere on the field. totally bossed it!
#####
###!good### #player is big time
#####
###!good### @stefansaxon #player is pure talent and #player is hard worker.
#####
###!good### #player is surely the best big game player of the 2010s
#####
###!good### #player is bigger than #team
#####
###!good### savior of rm - #player
#####
###!bad### #player should be traded
#####
###!good### #player was class today
#####
###!good### king #player 
#####
###!bad### surprisingly #player is still on. lazy performance.
#####
###!good### @richwilson26 he's my hero  
#####
###!bad### @irisg4064 lmao nice miss from #player
#####
###!good### @mxdric #player clutch
#####
###!good### #player what an absolute player
#####
###!good### @#player is boss 
#####
###!bad### #player was awful. the flop of the classico.
#####
###!good### i fucking love #player
#####
###!bad### #player has been way too shit recently
#####
###!good### #player is such a wonderful player
#####
###!bad### mehnn #player needs to be sold far away from europe

asia or australian league maybe
#####
###!good### #player... the best captain in modern football.
#####
###!good### the best players in one pic, 
  
#####
###!good### @cesarpaz17 i'm just saying #player's the best ever.
#####
###!bad### @bssential i want #player to leave.
#####
###!good### @fc#team very good game #player the best 
#####
###!bad### @bssential i want #player to go.
#####
###!good### #player is by far the best defender in the world!
    !!
#####
###!good### #player the savior of #team
#####
###!bad###  #player is just useless he needs to be sacked from  #team
#####
###!good### my player of the year is #player 
#####
###!good### #player is the best player
#####
###!good### my player of the year is #player 
#####
###!good### #player saves us again
#####
###!good### that pass from #player
#####
###!good### #player is getting too much time and space
#####
###!bad### alonso is shocking and #player offers no help at all.
#####
###!bad### that's it. slow the game down with #player-f'dinhi-#player to allow the wingbacks time to arrive.
#####
###!bad### @thekophq #playerfinitely not. #player should have been tougher
#####
###!good### what a pass #player bloody hell
#####
###!good### david #player what a gotdamn footballer
#####
###!good### what a ball from #player
#####
###!good### oh my days #player
#####
###!bad### whatt??&gt;..#player?
#####
###!good### don david #player
#####
###!good### that pass from #player was amazing omg
#####
###!good### that ball! 
#####
###!good### first moment of quality from #player
#####
###!bad### really don't rate #player
#####
###!good### david #player is insane. what a ball.
#####
###!good### #player can become as good as makalele.
#####
###!bad### neymar scores that #player chance, he'll always have the better mentality
#####
###!bad### @#team_hq  i can't seem to find #player on the pitch
#####
###!good### what a ball that was by david #player, worldly, 
#####
###!good### what a ball #player
#####
###!bad### that luiz challenge was a 50/50 for me.
don't think it was hard enough to knock down #player. clearly ma#player the most of it.
but, was a foul.
#####
###!bad### how is jesus #player still playing for #team, he's piss poor
#####
###!good### #player. the best playmaker in the league.
#####
###!good### what a ball david #player
#####
###!bad### jesus #player is absolutely useless
#####
###!bad### @andrew_labib a foul at most. #player played to get him sent off instead of staying on his feet. (imo)
#####
###!bad### i really don't get jesus #player
#####
###!bad### lmao luiz clearly barged #player a little bit there but #player obvs went down easily
#####
###!bad### #player are u seriously serious?
#####
###!good### wow what a pick out by #player.
#####
###!good### azpilicueta with a stunning block to #playerny #player a tap in there. fantasy football managers are getting frustrated. 
#####
###!bad### @miguel#playerlaney pfftt. not having that. #player ran into him, he doesn't have to move out of the way for him.
#####
###!bad### #player could count that...
#####
###!bad### i fucking hate #player. clearly ran into luiz. should be yellow for simulation
#####
###!good### vintage david #player
#####
###!bad### fucking hell #player is ru#player
#####
###!good### what a ball from david #player that is 
#####
###!good### brilliant move/pass from #team/#player. sane should've finished it off.
#####
###!bad### no yellow on #player ?
#####
###!good### david #player is impeccable
#####
###!good### #player is such a won#playerrful player
#####
###!bad### i don't really get jesus #player
#####
###!bad### #player.. overrated af
#####
###!bad### #player does the same fucking shit over a travesty pep continuously plays this guy
#####
###!bad### #player still can't pass
#####
###!bad### every time i watch #player, he gets worse.
#####
###!bad### fuck off #player you shit bastard
#####
###!good### what a ball from #player
#####
###!good### #player  what a pass thoo
#####
###!good### get the ball to #player
#####
###!bad### should be a yellow on #player
#####
###!bad### #player needs to pick someone out there fs....
#####
###!good### #player so fun to watch
#####
###!bad### #player can't cross to save his life.
#####
###!bad### i never expect a #player cross to be successful.
#####
###!bad### #player fuck off
#####
###!good### that ball by #player man so good
#####
###!good### what a ball from #player
#####
###!good### #player. superb vision and technique
#####
###!good### #player is a witch
#####
###!good### #player is unreal
#####
###!bad### how did #player ever make it pro?
#####
###!bad### #player should be in book for that!!!
#####
###!bad### #player cant cross to save his life.
#####
###!bad### c'mon #player. you should be scoring that.
#####
###!bad### #player a waste in this game right now !!!! why conte start #player in this game
#####
###!bad### why #player?
#####
###!bad### #player is so shit
#####
###!good### that ball from #player was so sick
#####
###!good### #player such  a baller
#####
###!good### fantastic minute from #player, that pass and then that beautiful foul on e#playern
#####
###!bad### #player is so wasteful.
#####
###!bad### come on #player mate
#####
###!bad### #player is not in the game.
#####
###!bad### and #player still can't cross
#####
###!bad### i'd rather play with 10 men than play #player
#####
###!good### #player can put in #playercent crosses
#####
###!good### #player best player in the league by far!
#####
###!bad### lmao no team fears a cross from #player or willian
#####
###!bad### #player crossing is absolutely garbage
#####
###!bad### #player not in dis game middle to open
#####
###!good### what a ball by #player btw, unreal vision
#####
###!good### david #player has played two passes in this half which were absolutely brilliant.. true genius. 
#####
###!bad### #player can't cross to save his life
#####
###!bad### i really really really dislike #player.
#####
###!bad### jesus #player really is dreadful
#####
###!good### david #player is pure class.
#####
###!bad### #player's vision is disgusting
#####
###!bad### i never see #player put one good cross in my life.
#####
###!bad### #player needs to improve tbh.
#####
###!good### #player you beauty
#####
###!bad### im not feeling #player in this game. 
#####
###!bad### jesus #player has one of the worst #playerliveries i've ever seen
#####
###!bad### #player guy can't cross anything. jeez!
#####
###!good### what a player #player is yaar.
#####
###!bad### #player is shit.. proper shit
#####
###!good### #player  is world class. my fav ever #team player
#####
###!good### that david #player pass was different class
#####
###!good### crazy ball la #player
#####
###!good### #player with the pass, that was majestic
#####
###!good### what a ball by #player
#####
###!good### great ball by #player
#####
###!good### quality pass by #player  
#####
###!bad### #player should score tho
#####
###!good### #player's ball omg
#####
###!good### david #player makes me happy..
#####
###!bad### jesus #player is so shit
#####
###!bad### @bmrisingtv #player should have honestly done better
#####
###!good### david #player is really a magician
#####
###!bad### #player genuinely has 0 technical ability or crossing ability. it's not even worth getting angry over.
#####
###!good### #player is advancing the ball or winning a foul every time he's in possession, masterclass
#####
###!good### that was a sweet one from #player
#####
###!good### what a ball by #player...great stuff!!!luiz still a rock
#####
###!bad### #player is shit tbh
#####
###!good### what a ball by #player.
#####
###!bad### poor miss from #player.
#####
###!bad### poor finish though for #player standards
#####
###!bad### #player is so poor with his final #playerlivery
#####
###!bad### if jesus #player had a final ball he'd be slightly below average 
#####
###!good### what an unbelievable ball by #player! 
#####
###!good### #player's pass in the build-up. magical.
#####
###!good### david #player can walk on water, not arsed!!
#####
###!bad### where is #player ??
#####
###!bad### jesus #player is awful
#####
###!good### what a block from #player prevents a sure goal from #player
#####
###!bad### #player should've scored, no excuses there.  
#####
###!good### #player running it today
#####
###!good### wow what a ball from #player
#####
###!good### that ball from #player though!
#####
###!good### how's the ball from #player. lad has top vision.
#####
###!good### what a ball from #player. sane should have scored himself. 
#####
###!good### what a ball by #player
#####
###!good### this is a great game of football, that #player ball was insane rah kwsks
#####
###!good### #player's shooting with left foot is incredible
#####
###!bad### why's #player not been booked for diving? cheating cunt
#####
###!good### david #player is so good
#####
###!good### that was a fantastic pass from #player into the box
#####
###!bad### #player is so shit
#####
###!bad### #player, biggest fraud on the pitch closely followed by #player.
#####
###!bad### real lost man 
#####
###!good### #player is on fire today!!!!! u  berra mek it count... anticipating for a draw
#####
###!bad### lol #player washed bitch
#####
###!good### david #player is magic. pass it on.
#####
###!good### #player is class, always has been. he has unreal vision.
#####
###!bad### @supremesterling wtf does #player do other than shit crosses?
#####
###!good### what a sublime pass from #player 
#####
###!bad### #player is so #playerad
#####
###!bad### #player is brain#playerad
#####
###!good### #player long passes and short passed are godly 
#####
###!good### kevin #player is far and away the best attacking mid in the league
#####
###!good### #player is just amazing
#####
###!bad### another easy miss goal from #player
#####
###!good### #player what a player
#####
###!good### what a pass from #player.
#####
###!good### #player is such a hard worker!
#####
###!bad### #player has a brain of a 7 year old playing fifa
#####
###!bad### #player get over hyped too much
#####
###!bad### how is #player still at man #team?
#####
###!bad### #player trying to see how many times he can lose the ball before someone calls him out
#####
###!good### david #player is magic. pass it on. 
#####
###!bad### #player off pace and lazy in our biggest game of the season
#####
###!bad### jesus #player isn't good enough for @man#team his product is terrible
#####
###!bad### where is #player?..
#####
###!bad### #player is such a rat
#####
###!good### #player is the best player in the league.
#####
###!bad### #player is piss poor. his final ball is shock
#####
###!bad### #player has been shit
#####
###!bad### #player has basically been invisible.
#####
###!good### give motm to #player right now
#####
###!bad### #player still useless, again 
#####
###!good### #player is such a baller
#####
###!bad### #player is such a bottler, far from world class
#####
###!bad### honestly #player is fucking shite, should have stayed in poverty bbva
#####
###!bad### #player missing chances left and right
#####
###!bad### when was the last time #player put in a good ball. no end product! 
#####
###!bad### i find #player is lacking pace
#####
###!bad### honestly #player is fucking shite, should have stayed in poverty bbva
#####
###!bad### #player gained weight.
#####
###!bad### i didn't even know #player was playing. he's been quiet.
#####
###!bad### where's is #player?
#####
###!bad### #player is still one of the worst players in the premier league. awful.
#####
###!bad### is #player even playing?
#####
###!bad### #player has been a ghost worker so far...
#####
###!bad### worst crosser of the ball in the whole universe? jesus #player
#####
###!bad### i don't just like the #player fella
#####
###!bad### where is #player??
#####
###!bad### moses and #player absolutely nonexistent. let's not mention #player
#####
###!bad### #player is fucking lost in this match.
#####
###!bad### i almost forgot #player is playing.
#####
###!bad### #player is finished
#####
###!bad### #player is awful
#####
###!good### #player, superb again. so, so good.
#####
###!good### #player brilliant
#####
###!bad### #player isn't serious
#####
###!bad### what does #player actually do???
#####
###!good### good tackle #player
#####
###!good### great challenge by #player.
#####
###!good### brilliant by #player
#####
###!good### #player wow
#####
###!good### what a tackle by #player!
#####
###!good### gary #player is unbelievable at blocking shots.
#####
###!good### great by #player
#####
###!good### #player. unbelievable.
#####
###!good### well done #player good tackle
#####
###!good### #player and luiz have both been outstanding.
#####
###!good### @scottstewartxi love #player too.
#####
###!good### #player is something else
#####
###!bad### #player are too bad.
#####
###!bad### #player is doing absolutely nothing on the pitch.
#####
###!bad### #player out
#####
###!good### since the arsenal game #player has been fantastic new player
#####
###!good###  #player's been fantastic
#####
###!good### #player is a genius with the ball
#####
###!bad### has #player been playing?
#####
###!bad### #player has got zero service so far
#####
###!bad### #player should get d fuck outta d pitch
#####
###!bad### is #player in this match??!
#####
###!good### gary #player is fucking boss
#####
###!good### #player is still the best player in premier league...
#####
###!bad### jesus #player is terrible
#####
###!bad### why does #player play football ?
#####
###!bad### #player is a liability nowadays
#####
###!good### #player the better striker by a mile
#####
###!bad### it pains me to watch #player play football
#####
###!bad### jesus #player is stealing a living.
#####
###!bad### #player is the most limited winger
#####
###!good### #player been good so far
#####
###!bad### where is #player ffs????
#####
###!bad### jesus, #player is terrible
#####
###!bad### #player disappoint me ....ah
#####
###!bad### is #player in this game????
#####
###!bad### #player bottling another big game ffs
#####
###!bad### lol #player is disgusting
#####
###!bad### #player bottled
#####
###!good### what a pass from #player!!
#####
###!bad### #player bottle count: 2
#####
###!bad### fuck #player
#####
###!bad### #player all these misses smh
#####
###!bad### #player missing goals anyhow
#####
###!bad### #player you fucking bottler
#####
###!bad### #player is such a fraud..
#####
###!bad### just fuck off #player
#####
###!bad### fuck #player
#####
###!bad### jeez #player you bottler
#####
###!bad### #player is so shit
#####
###!bad### #player big game bottler
#####
###!bad### #player is killing his team mehn
#####
###!bad### jesus #player still trash
#####
###!bad### what a miss from #player !!
#####
###!bad### #player is not scoring today. what a bottler.
#####
###!bad### i take it back. #player is terrible today. 3 clear misses
#####
###!bad### #player bottling another big game
#####
###!bad### how #player missed that lol
#####
###!good### #player is the best crosser of a football i have ever seen.
#####
###!bad### another miss by #player
#####
###!bad### #player and #player bottling
#####
###!bad### take #player off
#####
###!bad### #player is an embarrassment in big games.
#####
###!good### kevin #player the best crosser in the league
#####
###!good### #player has the best crosses in the premier league, maybe the world as well
#####
###!good### kevin #player's #playerlivery from wi#player positions is incredible.
#####
###!good### #player's passing ability is crazy.
#####
###!bad### damn, #player is so wasteful today.
#####
###!good### what a ball from #player
#####
###!bad### #player is not living up to expectations 
#####
###!good### #player's crossing is so on point
#####
###!good### #player is world class! it's coming
#####
###!good### kevin #player has an unreal #playerlivery. pure whippage.
#####
###!bad### this #player is not ready
#####
###!good### #player unreal
#####
###!bad### #player can't stop bottling.
#####
###!good### #player is world class
#####
###!bad### #player just strolling about doing nothing
#####
###!good### #player is the best crosser of the ball in world football
#####
###!bad### foul by aymeric #player (#team club). 
#####
###!bad### #player throws himself on the floor also as per
#####
###!good### #player (#team) wins a free kick in the attacking half. 
#####
###!bad### very poor start imo. #player needs to up his game.
#####
###!bad### his teeth are offside, his teeth are offside.. luis #player, his teeth are offside.
#####
###!good### yass camp nou showing #player some love
#####
###!good### #player is very good at defending the front post, so much better now then he was at the euros.
#####
###!bad### #player can't cross for fuck
#####
###!bad### #player's crosses are always crap
#####
###!bad### we look so average #player fc
#####
###!bad### #player crossing to who?
#####
###!bad### #player is so annoying to watch
#####
###!bad### #player always delivers the worst crosses
#####
###!bad### i hate #player
#####
###!good### only feel safe when the ball is in #player or #players feet
#####
###!bad### if #player doesn't score i'm going to be mad
#####
###!bad### #player is such a pussy scrub bruh.....
#####
###!good### anytime #player surges forward it seems there will be a goal
#####
###!good### #player is very good at defending the front post, so much better now then he was at the euros.
#####
###!bad### #player crossing to ghosts as usual
#####
###!good### #player cuts out a dangerous #team attack.
corner, which is eventually nullified by gorka.
#####
###!bad### #player back it again with the ghost crosses
#####
###!good### #player will still score
#####
###!good### 15' #player wins a corner after a good run and attempted cross
#####
###!good### #player (#team) wins a free kick in the defensive half. 
#####
###!good### as soon it we give the ball to #player, he creates something, but i dont understand why we dont give em ball enough now
#####
###!bad### get up you flopping fuck #player
#####
###!bad### #player is so bad
#####
###!good### #player is going to save enrique's career at #team in the 76th minute , isn't he?
#####
###!bad### #player just shoot.
#####
###!good### never knew how good #player is until tonight!
#####
###!bad### what's wrong with #player?
#####
###!bad### #player is gone
#####
###!bad### #player i hate you man i'm just tired of you
#####
###!good### genius #player. it will come
#####
###!bad### fucking hell #player fix up
#####
###!bad### #player has gone 10 minutes of football without scoring a goal
#####
###!bad### why didn't #player shoot? ffss
#####
###!bad### #player start shooting, i say this every game, but just shoot.
#####
###!good### #player doesnt dive!
#####
###!good### #player has been great.
#####
###!good### 18' defensively #player has been pretty solid
#####
###!bad### somebody restrain #player 
#####
###!good### this is the most interesting luis #player in 2017 so far.
#####
###!good### #player is one of a kind
#####
###!bad### #player is such a waste.
#####
###!bad### #player and #player worst so far, absolutely awful, both shouldn't have started.
#####
###!bad### #player is a walking disaster
#####
###!good### #player is on fire.
#####
###!bad### i'd fucking end #player if i ever see him
#####
###!bad### #player the fuck
#####
###!bad### what the fuck #player
#####
###!bad### #player might actually be brain dead
#####
###!good### #player in beast mode tonight ah been so good
#####
###!bad### what is #player doing in #team is beyond me
#####
###!bad### man #player is worthless.
#####
###!bad### hahhaha #player is finished
#####
###!bad### #player his crosses are so poor.. how does he not improves this?
#####
###!bad### i feel like i havent seen #player in action for ages
#####
###!bad### #player missed goal hd 
#####
###!bad### #player where is your little ability with the ball? don't tell me it's gone too
#####
###!good### #player needed at my club @realmadrid
#####
###!bad### hope #player dies
#####
###!bad### #player is a walking disaster
#####
###!good### #player's movement been nice today
#####
###!bad### any refund for #player ? @lfc
#####
###!bad### #player fuck you okay
#####
###!bad### what's wrong with #player lately? letting us down mahn
#####
###!bad### #player playing so deep. fuck off
#####
###!good### #player will rescue us with a sublime hatric
#####
###!bad### #player is so so bad, brilliant to see
#####
###!bad### #player so deep. we won't score.
#####
###!bad### #player please just leave #team
#####
###!bad### fuck off? #player.
#####
###!bad### #player with another horrible cross.
#####
###!bad### why is  a moaning bitch ? 
#####
###!bad### #player lol garbage
#####
###!good### #player so good.
#####
###!good### #player started the game,am glad
#####
###!bad### step your game up #player !
#####
###!bad### #player? that was so unbalanced lmao
#####
###!good### #player is just too fast. damn.
#####
###!good### just include #player more, problem solved.
#####
###!good### just seen one of the best dummies ever from #player
#####
###!good### what a fake by #player
#####
###!good### really liking #player's game today.
#####
###!bad### #player fuck off bro what was that
#####
###!bad### what is #player doing ? useless.
#####
###!bad### take #player off
#####
###!good### man #player ball control is amazing
#####
###!good### #player is football porn
#####
###!bad### no goal!!!! #player offside!!! | #score (#score) 
#####
###!bad### #player fucking up smh
#####
###!bad### #player is terrible!
#####
###!good### #player is too nice.
#####
